"state","year","ga_no","month","pc_no","pc_name","turnout","vote_percent","pc_type","electors","margin","n_cand","position","sex1","party1","votes1","cand1","religion","margin_percent","runner","runner_party","runner_sex","nota_percent"
"Andhra_Pradesh",1967,4,2,40,"NALGONDA",61.61,54.44,"General",506698,92278,4,1,"Male","INC",169953,"M. Y. SALIM","Muslim",29.56,"B. D. HIKSHAM","CPI","M",NA
"Andhra_Pradesh",1967,4,2,41,"MIRYALGUDA",71.46,45.67,"General",503494,42044,5,1,"Male","INC",164336,"G. S, REDDY","Hindu",11.69,"D. V. RAO","CPI","M",NA
"Assam",1967,4,2,1,"CACHAR",42.38,45.74,"General",462862,46510,4,1,"Male","INC",89713,"J. CHANDA","Hindu",23.71,"A. F. G. OSMANI","IND","M",NA
"Assam",1967,4,2,2,"KARIMGANJ",61.7,58.71,"SC",472190,76923,3,1,"Male","INC",171048,"N. R. LASKAR","Hindu",26.4,"M. CHOUDHURY","IND","M",NA
"Assam",1967,4,2,3,"AUTONOMOUS DISTS",49.37,61.37,"ST",371287,41673,2,1,"Male","AHL",112492,"G. G. SWELL","Hindu",22.73,"B. G. MOMIN","INC","M",NA
"Assam",1967,4,2,4,"DHUBRI",66.99,53.5,"General",402189,66308,3,1,"Male","PSP",144141,"J. AHMED","Muslim",24.61,"A. ALI","INC","M",NA
"Assam",1967,4,2,5,"KOKRAJHAR",0,NA,"ST",415618,0,1,1,"Male","INC",0,"R. BRAHMA","Hindu",NA,NA,NA,NA,NA
"Assam",1967,4,2,6,"BARPETA",69.76,60.12,"General",413057,58320,2,1,"Male","INC",173240,"F. A. AHMED","Muslim",20.24,"P. L. CHOUDHURY","BJS","M",NA
"Assam",1967,4,2,7,"GAUHATI",63.32,34.52,"General",412702,1550,6,1,"Male","CPI",90208,"D. KALITA","Muslim",0.59,"R. D. BARKATAKI","INC","F",NA
"Assam",1967,4,2,8,"MANGALDAI",48.14,50.8,"General",440526,37000,4,1,"Male","PSP",107718,"N. BARUA","Hindu",17.45,"D. D. DAS","INC","M",NA
"Assam",1967,4,2,9,"TEZPUR",58.74,63.53,"General",386826,61475,2,1,"Male","INC",144347,"B. C. BHAGAVATI","Hindu",27.06,"G. MAHANTA","PSP","M",NA
"Assam",1967,4,2,10,"NOWGONG",61.03,43.79,"General",388255,46666,4,1,"Male","INC",103752,"L. KETEKI","",19.69,"K. BORA","CPI","M",NA
"Assam",1967,4,2,11,"KALIABOR",54.81,49.34,"General",394501,47889,3,1,"Male","INC",106672,"B. BARUA","Hindu",22.15,"K. BEZBARUAH","SSP","M",NA
"Assam",1967,4,2,12,"JORHAT",51.87,46.24,"General",385806,44778,4,1,"Male","INC",92519,"R. BARUA","Hindu",22.38,"M. C. BARUA","PSP","M",NA
"Assam",1967,4,2,13,"LAKHIMPUR",50.87,50.86,"General",397099,53686,4,1,"Male","INC",102739,"B. SASTRI.","Hindu",26.57,"S. GOSWAMI","CPI","M",NA
"Assam",1967,4,2,14,"DIBRUGARH",51,38.16,"General",399041,22897,5,1,"Male","INC",77657,"J. N. HAZARIKA","Hindu",11.25,"A. K. SARMA","SSP","M",NA
"Bihar",1967,4,2,1,"BAGAHA",39.59,49.11,"SC",478691,50710,4,1,"Male","INC",93073,"B. RAUT","Hindu",26.76,"VIDYAKISHORE","SSP","M",NA
"Bihar",1967,4,2,2,"MOTIHARI",47.99,38.98,"General",463766,35184,7,1,"Male","INC",86765,"B. MISRA","Hindu",15.81,"A. KUER","PSP","M",NA
"Bihar",1967,4,2,3,"BETTIAH",47.37,34.15,"General",484032,45483,8,1,"Male","INC",78294,"K. N. TIWARI","Hindu",19.84,"J. K. SHUKLA","SSP","M",NA
"Bihar",1967,4,2,4,"GOPALGANJ",46.35,29.93,"General",518630,3016,5,1,"Male","INC",71957,"D. N. TIWARY","Hindu",1.25,"C. SINGH","SSP","M",NA
"Bihar",1967,4,2,5,"SIWAN",45.16,39.32,"General",553081,25777,6,1,"Male","INC",98206,"M. YUSUF","Muslim",10.32,"H. SINGH","SSP","M",NA
"Bihar",1967,4,2,6,"CHAPRA",49.48,29.89,"General",563139,28209,9,1,"Male","INC",83267,"R. P. SINGH","Hindu",10.12,"H. P. YADAV","SSP","M",NA
"Bihar",1967,4,2,7,"MAHARAJGANJ",47.9,35.49,"General",566098,17244,5,1,"Male","INC",96212,"M. P. SINGH","Hindu",6.36,"I. SINHA","CPI","M",NA
"Bihar",1967,4,2,8,"KESSARIA",45.41,50.77,"General",523959,3661,2,1,"Male","CPI",120795,"K. M. MADHUKAR","Hindu",1.54,"B. P. YADAV","INC","M",NA
"Bihar",1967,4,2,9,"HAJIPUR",58.38,30.25,"General",569874,28530,8,1,"Male","INC",100645,"V. CHAUDHARY","Hindu",8.58,"S. RAI","SSP","M",NA
"Bihar",1967,4,2,10,"MUZAFFARPUR",58.47,45.92,"General",543563,37229,4,1,"Male","INC",145929,"D. N. SINGH","Hindu",11.71,"R. SAHNI","SSP","M",NA
"Bihar",1967,4,2,11,"SITAMARHI",64.53,38.79,"General",564690,517,6,1,"Male","INC",141337,"N.P. YADAV","Hindu",0.14,"T. Y. K. SINGH","SSP","M",NA
"Bihar",1967,4,2,12,"PUPARI",58.3,38.87,"General",569060,78978,6,1,"Male","INC",128966,"S. P. SAHU","Hindu",23.8,"K. P. SINGH","SWA","M",NA
"Bihar",1967,4,2,13,"JAINAGAR",54.49,51.17,"General",552639,55773,4,1,"Male","CPI",154080,"B. JHA","Hindu",18.52,"S. DAS","INC","M",NA
"Bihar",1967,4,2,14,"MADHUBANI",57.55,27.16,"General",535332,16407,7,1,"Male","SSP",83690,"S. C. JHA","Hindu",5.33,"Y. JHA","INC","M",NA
"Bihar",1967,4,2,15,"SAMASTIPUR",58.44,41.17,"General",532604,31672,4,1,"Male","INC",128148,"Y. P. MANDAL","Hindu",10.17,"C. L. RAI","SSP","M",NA
"Bihar",1967,4,2,16,"DARBHANGA",56.35,43.19,"General",589019,53073,7,1,"Male","INC",143335,"S. N. SINHA","Hindu",15.99,"D. PODAR","SSP","M",NA
"Bihar",1967,4,2,17,"ROSERA",54.76,44.65,"SC",510872,11388,4,1,"Male","SSP",124908,"K. PASWAN","Hindu",4.07,"R. SAHU","INC","M",NA
"Bihar",1967,4,2,18,"SAHARSA",58.1,39.86,"General",535539,4619,5,1,"Male","SSP",124018,"G. THAKUR","Hindu",1.48,"L. CHOUDHURY","INC","M",NA
"Bihar",1967,4,2,19,"MADHIPURA",52.66,51.72,"General",535701,37426,3,1,"Male","SSP",145911,"B. P. MANDAL","Hindu",13.27,"K. K. MANDAL","INC","M",NA
"Bihar",1967,4,2,20,"ARARIA",49.82,51.25,"SC",469809,70649,4,1,"Male","INC",119954,"T. M. RAM","Hindu",30.18,"J. RAM","BJS","M",NA
"Bihar",1967,4,2,21,"KISHANGANJ",42.5,42.97,"General",464508,34283,6,1,"Male","PSP",84834,"L. L. KAPOOR","Hindu",17.37,"M. TAHIR","INC","M",NA
"Bihar",1967,4,2,22,"PURNEA",47.94,31.47,"General",489476,4620,8,1,"Male","INC",73842,"P. G. S. GUPTA","Hindu",1.97,"B. GUPTA","SSP","M",NA
"Bihar",1967,4,2,23,"KATIHAR",52.33,22.54,"General",498435,973,6,1,"Male","INC",58776,"S. KESHARI","Hindu",0.37,"P. GUPTA","PSP","M",NA
"Bihar",1967,4,2,24,"RAJMAHAL",32.74,27.89,"ST",454582,6405,6,1,"Male","INC",41515,"I. MARANDI","Hindu",4.3,"R. S. BESRA","SWA","M",NA
"Bihar",1967,4,2,25,"GODDA",41.17,38.21,"General",518431,21862,5,1,"Male","INC",81560,"P. H. SINGHKA","Hindu",10.24,"S. TULSIYAN","BJS","M",NA
"Bihar",1967,4,2,26,"DUMKA",32.36,38.83,"ST",478393,12040,5,1,"Male","INC",60108,"S. C. BESRA","Hindu",7.78,"B. MARANDI","CPI","M",NA
"Bihar",1967,4,2,27,"BANKA",48.75,32.5,"General",513057,17567,6,1,"Male","BJS",81297,"B. S. SHARMA","Hindu",7.02,"S. DEVI","INC","F",NA
"Bihar",1967,4,2,28,"BHAGALPUR",53.5,38.33,"General",538207,34814,8,1,"Male","INC",110377,"B. J. AZAD","Hindu",12.09,"R. TEWARY","CPI","M",NA
"Bihar",1967,4,2,29,"MONGHYR",58.77,54.8,"General",521986,96684,6,1,"Male","SSP",168111,"L. M. RAMCHANDRA","Hindu",31.52,"C. S. SINGH","INC","M",NA
"Bihar",1967,4,2,30,"JAMUI",54.63,40.31,"SC",576715,14852,4,1,"Male","INC",127018,"N. T. DAS","Hindu",4.71,"B. MANJHI","CPI","M",NA
"Bihar",1967,4,2,31,"KHAGARIA",60.25,60.08,"General",566989,96245,3,1,"Male","SSP",205253,"K. SINGH","Hindu",28.17,"J. L. MANDAL","INC","M",NA
"Bihar",1967,4,2,32,"BEGUSARAI",59.7,53.18,"General",569752,88702,4,1,"Male","CPI",180883,"Y. SHARMA","Hindu",26.08,"M. P. MISHRA","INC","M",NA
"Bihar",1967,4,2,33,"NALANDA",53.21,46.9,"General",594698,78093,5,1,"Male","INC",148410,"S. PRASAD","Hindu",24.68,"K. N. P. SINGH","BJS","M",NA
"Bihar",1967,4,2,34,"BARH",53.86,34.04,"General",583769,27454,8,1,"Female","INC",107020,"T. SINHA","Hindu",8.73,"R. L. CHANDAPURI","PSP","M",NA
"Bihar",1967,4,2,35,"PATNA",59.52,47.5,"General",526885,82141,10,1,"Male","CPI",148963,"R. A. SHASTRI","Hindu",26.19,"R. D. SINHA","INC","F",NA
"Bihar",1967,4,2,36,"SHAHABAD",53.8,43.45,"General",553603,7227,6,1,"Male","INC",129407,"B. BHAGAT","Hindu",2.43,"S. N. SINGH","SSP","M",NA
"Bihar",1967,4,2,37,"BUXAR",50.68,33.25,"General",558072,34223,10,1,"Male","INC",94032,"R. S. SINGH","Hindu",12.1,"R. SINGH","SSP","M",NA
"Bihar",1967,4,2,38,"BIKRAMGANJ",58.44,45.86,"General",561269,54916,8,1,"Male","SSP",150426,"S. SHASTRY","Hindu",16.74,"H. MISRA","INC","M",NA
"Bihar",1967,4,2,39,"SASARAM",51.71,53.9,"SC",535908,110666,8,1,"Male","INC",149355,"J. RAM","Hindu",39.94,"S. RAM","PSP","M",NA
"Bihar",1967,4,2,40,"AURANGABAD",43.34,39.84,"General",557937,57679,8,1,"Male","INC",96335,"M. SINGH","Hindu",23.85,"M. SINGH","SSP","M",NA
"Bihar",1967,4,2,41,"JEHANABAD",49.09,40.81,"General",560459,51412,5,1,"Male","CPI",112287,"C. S. SINGH","Hindu",18.69,"S. DEVI","INC","F",NA
"Bihar",1967,4,2,42,"NAWADA",51.27,37.71,"General",572864,20220,5,1,"Male","IND",110766,"M. S. P. N. PURI","Hindu",6.88,"G. P. SINHA","INC","M",NA
"Bihar",1967,4,2,43,"GAYA",42.17,34.7,"SC",484827,33988,6,1,"Male","INC",70950,"R. DAS","Hindu",16.62,"S. PRASAD","SSP","M",NA
"Bihar",1967,4,2,44,"CHATRA",38.91,34.57,"General",493028,21979,5,1,"Female","IND",66329,"V. RAJE","Hindu",11.46,"S. P. BHADANI","INC","M",NA
"Bihar",1967,4,2,45,"GIRIDIH",40.98,35.09,"General",488257,3831,4,1,"Male","INC",70219,"A. I. AHMAD","Muslim",1.91,"M. S. OBERAY","IND","M",NA
"Bihar",1967,4,2,46,"DHANBAD",38.71,36.56,"General",480690,20267,6,1,"Female","JKD",68034,"L. R. LAKSHMI","Hindu",10.89,"A. P. SHARMA","INC","M",NA
"Bihar",1967,4,2,47,"HAZARIBAGH",37.85,44.35,"General",498131,19758,4,1,"Male","IND",83618,"B. N. SINGH","Hindu",10.48,"D. PANDEY","INC","M",NA
"Bihar",1967,4,2,48,"RANCHI",36.56,19.56,"General",465018,4167,10,1,"Male","INC",33257,"P. K. GHOSH","Hindu",2.45,"A. N. S. SINHA","BJS","M",NA
"Bihar",1967,4,2,49,"JAMSHEDPUR",45.71,37.18,"General",442633,40702,6,1,"Male","INC",75219,"S. C. PRASAD","Hindu",20.12,"U. MISHRA","CPI","M",NA
"Bihar",1967,4,2,50,"SINGHBHUM",27.32,23.4,"ST",488906,3627,6,1,"Male","IND",31254,"K. BIRUA","Hindu",2.72,"M.L. SOY","BJS","M",NA
"Bihar",1967,4,2,51,"KHUNTI",38.81,25.99,"ST",463401,5277,9,1,"Male","INC",46737,"J. SINGH","Hindu",2.93,"P. KACHCHAP","IND","M",NA
"Bihar",1967,4,2,52,"LOHARDAGA",33.72,39.8,"ST",463997,33486,6,1,"Male","INC",62260,"K. DORAON","Hindu",21.41,"S. BARAIK","BJS","M",NA
"Bihar",1967,4,2,53,"PALAMAU",42.59,43.09,"SC",504969,41764,5,1,"Female","INC",92686,"K. KUMARI","Hindu",19.42,"J. RAM","SSP","M",NA
"Chandigarh",1967,4,2,1,"CHANDIGARH",64.48,48.7,"General",76232,12616,10,1,"Male","BJS",23939,"C. GOYAL","Hindu",25.67,"A. NATH","INC","M",NA
"Dadra_Nagar_&_Haveli",1967,4,2,1,"DADRA NAGAR HAVELI",71.87,50.14,"ST",29564,6406,5,1,"Male","INC",10654,"S. R. DELKAR","Hindu",30.15,"S. S. DHANARYA","CPM","M",NA
"Delhi",1967,4,2,1,"NEW DELHI",71.07,55.39,"General",208755,24860,7,1,"Male","BJS",82173,"M.L SONDHI","Hindu",16.76,"M.C. KHANNA","INC","M",NA
"Delhi",1967,4,2,2,"SOUTH DELHI",64.86,54.52,"General",298699,36321,11,1,"Male","BJS",105611,"B. MADHOK","Hindu",18.75,"R. SINGH","INC","M",NA
"Delhi",1967,4,2,3,"OUTER DELHI",63.66,40.79,"General",258107,9223,6,1,"Male","INC",67017,"B. PARKASH","Hindu",5.61,"M. SINGH","BJS","M",NA
"Delhi",1967,4,2,4,"EAST DELHI",64.38,48.76,"General",265230,5616,3,1,"Male","BJS",83261,"H. DEVGUN","Hindu",3.29,"B. MOHAN","INC","M",NA
"Delhi",1967,4,2,5,"CHANDNI CHOWK",141.33,44.05,"General",94661,17150,9,1,"Male","BJS",58928,"R. GOPAL","Hindu",12.82,"S. NATH","INC","M",NA
"Delhi",1967,4,2,6,"DELHI SADAR",68.83,47.54,"General",225517,9705,5,1,"Male","BJS",73801,"K. L. GUPTA","Hindu",6.25,"A. N. CHAWLA","INC","M",NA
"Delhi",1967,4,2,7,"KAROL BAGH",66.31,40.19,"SC",233745,4494,5,1,"Male","BJS",62292,"R. S. VIDHYARTHI","Hindu",2.9,"N. PRABHAKAR","INC","M",NA
"Goa,_Daman_&_Diu",1967,4,2,1,"PANJIM",69.23,40.62,"General",201856,10954,8,1,"Male","IND",56764,"S. J. JAGANATH","Hindu",7.84,"K. B. MANGESH","UGS","M",NA
"Goa,_Daman_&_Diu",1967,4,2,2,"MARMAGOA",63.74,39.36,"General",216538,2552,8,1,"Male","UGS",54327,"S.E.D JESUS","Christian",1.85,"S.S. KAVALEKER","IND","M",NA
"Gujarat",1967,4,2,1,"KUTCH",55.89,51.61,"General",370407,6675,2,1,"Male","INC",106853,"T.M. SHETH","Hindu",3.22,"H. VIJAYRAJJI","SWA","M",NA
"Gujarat",1967,4,2,2,"SURENDRANAGAR",60.71,61.85,"General",450551,72001,4,1,"Male","SWA",169191,"MEGHRAJJI","Hindu",26.32,"V.J. DAGLI","INC","M",NA
"Gujarat",1967,4,2,3,"RAJKOT",59.88,46.64,"General",460286,6476,3,1,"Male","SWA",128537,"M.R. MASANI","Hindu",2.35,"V. PATEL","INC","M",NA
"Gujarat",1967,4,2,4,"JAMNAGAR",53.17,50.7,"General",414134,13033,4,1,"Male","SWA",111636,"N. DANDEKAR","Hindu",5.92,"M.M. SHAH","INC","M",NA
"Gujarat",1967,4,2,5,"JUNAGADH",54.59,49.17,"General",403474,10886,4,1,"Male","SWA",108303,"V.J. SHAH","Hindu",4.94,"C.R. RAJA","INC","M",NA
"Gujarat",1967,4,2,6,"AMRELI",49.69,52.41,"General",452378,49588,3,1,"Female","INC",117812,"J.V. SHAH","J",22.06,"N.C. SHAH","PSP","M",NA
"Gujarat",1967,4,2,7,"BHAVNAGAR",49.5,39.9,"General",465812,5093,4,1,"Male","INC",91993,"J.N. MEHTA","Hindu",2.21,"S.K. GOHIL","SWA","M",NA
"Gujarat",1967,4,2,8,"DHANDHUKA",61.47,55.76,"General",432903,30658,2,1,"Male","SWA",148372,"R.K. AMIN","Hindu",11.52,"P.B. PATWARI","INC","M",NA
"Gujarat",1967,4,2,9,"AHMEDABAD",63.32,59.84,"General",474589,84797,7,1,"Male","IND",179844,"I.YAGNIK","Hindu",28.22,"S.R. VASAVADA","INC","M",NA
"Gujarat",1967,4,2,10,"GANDHINAGAR",64.57,46.87,"SC",515980,29840,3,1,"Male","INC",156148,"S.M. SOLANKI","Hindu",8.96,"K.U. PARMAR","RPI","M",NA
"Gujarat",1967,4,2,11,"MEHSANA",69.95,55.35,"General",493885,36946,2,1,"Male","SWA",191205,"R.J. AMIN","Hindu",10.69,"S.P. PATEL","INC","M",NA
"Gujarat",1967,4,2,12,"PATAN",62.66,46.27,"SC",485424,15001,4,1,"Male","SWA",140754,"D.R. PARMAR","Hindu",4.93,"S.R. SOLANKI","INC","M",NA
"Gujarat",1967,4,2,13,"BANASKANTHA",53.75,47.86,"General",427762,4407,3,1,"Male","SWA",110028,"M. AMERSEY","Hindu",1.92,"G.G. MEHTA","INC","M",NA
"Gujarat",1967,4,2,14,"SABARKANTHA",63.64,57.07,"General",415763,44799,3,1,"Male","SWA",151011,"C.C. DESAI","Hindu",16.93,"P.K. JAPEE","INC","M",NA
"Gujarat",1967,4,2,15,"DOHAD",55.24,49.02,"ST",420684,8084,3,1,"Male","INC",113926,"B.R. PARMAR","Hindu",3.48,"L.B. PATEL","SWA","M",NA
"Gujarat",1967,4,2,16,"GODHRA",60.54,47.57,"General",426461,24449,4,1,"Male","SWA",122813,"P.H. MODY","Hindu",9.47,"M.M. GANDHI","INC","M",NA
"Gujarat",1967,4,2,17,"KAIRA",70.38,52.56,"General",443349,27740,3,1,"Male","SWA",163997,"P.N. SOLANKI","Hindu",8.89,"D.D. DESAI","INC","M",NA
"Gujarat",1967,4,2,18,"ANAND",73.81,53.1,"General",464136,21222,2,1,"Male","INC",181894,"N.R. MAHIDA","Hindu",6.2,"H.M. PATEL","SWA","M",NA
"Gujarat",1967,4,2,19,"BARODA",64.69,52.86,"General",447095,22317,3,1,"Male","SWA",152903,"P.C. PATEL","Hindu",7.72,"N.D. CHOKSI","INC","M",NA
"Gujarat",1967,4,2,20,"DABHOI",63.5,54.74,"General",458775,27589,2,1,"Male","INC",159453,"M.M. PATEL","Hindu",9.47,"P.K. PATEL","SWA","M",NA
"Gujarat",1967,4,2,21,"BROACH",62.45,47.42,"General",452985,37857,5,1,"Male","INC",134148,"M.B. RANA","Hindu",13.38,"U.N. MAHIDA","SWA","M",NA
"Gujarat",1967,4,2,22,"SURAT",59,65.78,"General",422138,122908,5,1,"Male","INC",163836,"M.R. DESAI","Hindu",49.34,"J.D. CHAUHAN","IND","M",NA
"Gujarat",1967,4,2,23,"MANDVI",58.46,57.18,"ST",428977,61737,3,1,"Male","INC",143412,"C.M. KEDARIA","Hindu",24.62,"A.D. CHAUDHARI","SWA","M",NA
