"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Jammu_&_Kashmir",1962,15,"JAMMU CITY SOUTHERN","GEN","RAM NATH","PP",5835,2,32.07
"Jammu_&_Kashmir",1962,15,"JAMMU CITY SOUTHERN","GEN","SOM NATH","IND",779,3,4.28
"Jammu_&_Kashmir",1962,15,"JAMMU CITY SOUTHERN","GEN","BALRAJ","PSP",722,4,3.97
"Jammu_&_Kashmir",1962,15,"JAMMU CITY SOUTHERN","GEN","AMAR CHAND","DNC",711,5,3.91
"Jammu_&_Kashmir",1962,15,"JAMMU CITY SOUTHERN","GEN","PARDUMAN SINGH","IND",660,6,3.63
"Jammu_&_Kashmir",1962,15,"JAMMU CITY SOUTHERN","GEN","RAMNIK SINGH","IND",158,7,0.87
"Jammu_&_Kashmir",1962,16,"NOWSHERA","GEN","BELI RAM","NC",11608,1,54.3
"Jammu_&_Kashmir",1962,16,"NOWSHERA","GEN","KRISHAN DEV SETHI","DNC",4939,2,23.1
"Jammu_&_Kashmir",1962,16,"NOWSHERA","GEN","NAND KUMAR","PSP",2651,3,12.4
"Jammu_&_Kashmir",1962,16,"NOWSHERA","GEN","VED PRAKASH","PP",1622,4,7.59
"Jammu_&_Kashmir",1962,16,"NOWSHERA","GEN","BEHARI LAL","IND",557,5,2.61
"Jammu_&_Kashmir",1962,17,"RAJOURI","GEN","ABDUL AZIZ SHAWAL","NC",14192,1,76.76
"Jammu_&_Kashmir",1962,17,"RAJOURI","GEN","DEV RAJ","DNC",4297,2,23.24
"Jammu_&_Kashmir",1962,18,"DARHAL","GEN","MOHAMMAD IQBAL","NC",13601,1,71.02
"Jammu_&_Kashmir",1962,18,"DARHAL","GEN","ADBUL REHMAN","PSP",5550,2,28.98
"Jammu_&_Kashmir",1962,19,"MENDHAR","GEN","PIR JAMAT ALI SHAH","NC",0,1,NA
"Jammu_&_Kashmir",1962,20,"POONCH","GEN","GULAM AHMED","NC",15148,1,71.14
"Jammu_&_Kashmir",1962,20,"POONCH","GEN","GHULAM QADIR BANDEY","IND",5819,2,27.33
"Jammu_&_Kashmir",1962,20,"POONCH","GEN","BHAGWAN DASS","DNC",325,3,1.53
"Jammu_&_Kashmir",1962,21,"RAMNAGAR","GEN","HEM RAJ","NC",11680,1,62.71
"Jammu_&_Kashmir",1962,21,"RAMNAGAR","GEN","HANS RAJ","PP",6077,2,32.63
"Jammu_&_Kashmir",1962,21,"RAMNAGAR","GEN","THAKAR DASS","DNC",477,3,2.56
"Jammu_&_Kashmir",1962,21,"RAMNAGAR","GEN","BELI RAM","HM",279,4,1.5
"Jammu_&_Kashmir",1962,21,"RAMNAGAR","GEN","AMAR CHAND","IND",111,5,0.6
"Jammu_&_Kashmir",1962,22,"UDHAMPUR","GEN","AMAR NATH SHARMA","NC",8003,1,49.6
"Jammu_&_Kashmir",1962,22,"UDHAMPUR","GEN","PARAS RAM","PP",7815,2,48.44
"Jammu_&_Kashmir",1962,22,"UDHAMPUR","GEN","SHIV LAL","IND",316,3,1.96
"Jammu_&_Kashmir",1962,23,"LANDAR TIKRI","GEN","SHIV CHARAN","PP",7595,1,47.53
"Jammu_&_Kashmir",1962,23,"LANDAR TIKRI","GEN","FAQIR CHAND","NC",6929,2,43.36
"Jammu_&_Kashmir",1962,23,"LANDAR TIKRI","GEN","MOTI RAM","DNC",778,3,4.87
"Jammu_&_Kashmir",1962,23,"LANDAR TIKRI","GEN","DURGA DASS","IND",573,4,3.59
"Jammu_&_Kashmir",1962,23,"LANDAR TIKRI","GEN","JIA LAL","IND",105,5,0.66
"Jammu_&_Kashmir",1962,24,"REASI","GEN","RISHI KUMAR KAUSHAL","PP",8842,1,45.46
"Jammu_&_Kashmir",1962,24,"REASI","GEN","RIKHI KESH","NC",8595,2,44.19
"Jammu_&_Kashmir",1962,24,"REASI","GEN","MAKHAN LAL","HM",635,3,3.26
"Jammu_&_Kashmir",1962,24,"REASI","GEN","MUNSHI RAM","IND",511,4,2.63
"Jammu_&_Kashmir",1962,24,"REASI","GEN","KRISHAN SINGH","IND",510,5,2.62
"Jammu_&_Kashmir",1962,24,"REASI","GEN","BEHARI LAL","IND",359,6,1.85
"Jammu_&_Kashmir",1962,25,"ARNAS","GEN","MOHAMMAD AYUB KHAN","NC",21378,1,95.74
"Jammu_&_Kashmir",1962,25,"ARNAS","GEN","LAKHMI CHAND","PP",951,2,4.26
"Jammu_&_Kashmir",1962,26,"RAMBAN","GEN","MIR ASSADULLAH","NC",18332,1,83.39
"Jammu_&_Kashmir",1962,26,"RAMBAN","GEN","DEVI DASS","PSP",2981,2,13.56
"Jammu_&_Kashmir",1962,26,"RAMBAN","GEN","LABHU RAM","PP",670,3,3.05
"Jammu_&_Kashmir",1962,27,"DODA","GEN","LASSA WANI","NC",16146,1,89.37
"Jammu_&_Kashmir",1962,27,"DODA","GEN","ABDUL REHMAN","IND",1921,2,10.63
"Jammu_&_Kashmir",1962,28,"KISHTWAR","GEN","SYED MIR BADSHAH","NC",14988,1,75.93
"Jammu_&_Kashmir",1962,28,"KISHTWAR","GEN","SEWA RAM","PP",4752,2,24.07
"Jammu_&_Kashmir",1962,29,"BHADERWAH","GEN","CHUNI LAL","NC",11150,1,71.83
"Jammu_&_Kashmir",1962,29,"BHADERWAH","GEN","ABDUL REHMAN","PP",4372,2,28.17
"Jammu_&_Kashmir",1962,30,"BHALESA BUNJWAH","GEN","ABDUL GANI GONI","NC",13717,1,89.1
"Jammu_&_Kashmir",1962,30,"BHALESA BUNJWAH","GEN","RUP CHAND","PP",1678,2,10.9
"Jammu_&_Kashmir",1962,31,"ANANTNAG","GEN","SHAMAS - UD- DIN","NC",0,1,NA
"Jammu_&_Kashmir",1962,32,"KOTHAR","GEN","MANOHAR NATH KAUL","NC",0,1,NA
"Jammu_&_Kashmir",1962,33,"NAUBUG BRANG VALLY","GEN","NIZAM - UD- DIN","NC",0,1,NA
"Jammu_&_Kashmir",1962,34,"DORU SHAHBAD","GEN","MIR QASIM","NC",0,1,NA
"Jammu_&_Kashmir",1962,35,"KHOWARPARA","GEN","NOOR - UD - DIN - DAR","NC",0,1,NA
"Jammu_&_Kashmir",1962,36,"DACHHINPORA","GEN","MOHAMMAD SYED","NC",0,1,NA
"Jammu_&_Kashmir",1962,37,"DEVASAR","GEN","ABDUL AZIZ ZARGAR","NC",0,1,NA
"Jammu_&_Kashmir",1962,38,"KULGAM","GEN","MOHD. YAQUB BHAT","NC",0,1,NA
"Jammu_&_Kashmir",1962,39,"NANDI","GEN","ABDUL KABIR WANI","NC",0,1,NA
"Jammu_&_Kashmir",1962,40,"NORBAD","GEN","GHULAM HUSSAIN KHAN","NC",0,1,NA
"Jammu_&_Kashmir",1962,41,"SHOPIAN","GEN","ABDUL MAJID BANDEY","NC",0,1,NA
"Jammu_&_Kashmir",1962,42,"PAMPUR","GEN","PEERZADA GHULAM JEELANI","NC",0,1,NA
"Jammu_&_Kashmir",1962,43,"PULWAMA","GEN","MASTER SANAULLAH SHEIKH","NC",0,1,NA
"Jammu_&_Kashmir",1962,44,"TRAL","GEN","A.G. TRALI","NC",0,1,NA
"Jammu_&_Kashmir",1962,45,"RAJPORA","GEN","GHULAM MOHAMMAD RAJPORI","NC",22196,1,98.65
"Jammu_&_Kashmir",1962,45,"RAJPORA","GEN","ABDUL SATAR RANJUR","DNC",181,2,0.8
"Jammu_&_Kashmir",1962,45,"RAJPORA","GEN","GH. MOHI UDDIN MIR","IND",122,3,0.54
"Jammu_&_Kashmir",1962,46,"AMIRA KADAL","GEN","SHAM LAL SARAF","NC",10313,1,85.47
"Jammu_&_Kashmir",1962,46,"AMIRA KADAL","GEN","OM PRAKASH","PSP",1753,2,14.53
"Jammu_&_Kashmir",1962,47,"HABBA KADAL","GEN","DURGA PRASHAD DHAR","NC",14495,1,95.16
"Jammu_&_Kashmir",1962,47,"HABBA KADAL","GEN","GHULAM MOHAMAD MALIK","DNC",516,2,3.39
"Jammu_&_Kashmir",1962,47,"HABBA KADAL","GEN","PIARAY LAL KAUL","PSP",222,3,1.46
"Jammu_&_Kashmir",1962,48,"TANKIPURA","GEN","G.M. SADIQ","NC",0,1,NA
"Jammu_&_Kashmir",1962,49,"KHANYAR","GEN","GAZI ABDUL REHMAN","NC",12762,1,95.99
"Jammu_&_Kashmir",1962,49,"KHANYAR","GEN","BAHA - UD - DIN","DNC",533,2,4.01
"Jammu_&_Kashmir",1962,50,"SAFA KADAL","GEN","BAKHSHI GHULAM MOHAMMAD","NC",0,1,NA
"Jammu_&_Kashmir",1962,51,"ZADIBAL","GEN","SHAIK MOHAMMAD ABDULLAH","NC",14093,1,83.76
"Jammu_&_Kashmir",1962,51,"ZADIBAL","GEN","SYED ABDULLAH SHAH","IND",2732,2,16.24
"Jammu_&_Kashmir",1962,52,"KANGAN","GEN","MAIN NIZAM UD-DIN","NC",0,1,NA
"Jammu_&_Kashmir",1962,53,"GANDERBAL","GEN","ABDUL SALAM AITU","NC",0,1,NA
"Jammu_&_Kashmir",1962,54,"HAZARATBAL","GEN","MOHD. YAHYA SIDIQI","NC",0,1,NA
"Jammu_&_Kashmir",1962,55,"BIRWA","GEN","SYED ABDUL QUDUS AZAD","NC",0,1,NA
"Jammu_&_Kashmir",1962,56,"BADGAM","GEN","AGHA SYED ALI SAFVI","NC",18719,1,95.07
"Jammu_&_Kashmir",1962,56,"BADGAM","GEN","GHULAM NABI WANI GOHAR","IND",970,2,4.93
"Jammu_&_Kashmir",1962,57,"DARHGAM","GEN","GHULAM NABI WANI","IND",7573,1,53.71
"Jammu_&_Kashmir",1962,57,"DARHGAM","GEN","GHULAM MOHD. MIR","NC",6527,2,46.29
"Jammu_&_Kashmir",1962,58,"KHAN SAHIB","GEN","GHULAM MOHI-UD-DIN KHAN","NC",9687,1,76.31
"Jammu_&_Kashmir",1962,58,"KHAN SAHIB","GEN","GHULAM MOHD. BAKSHI","IND",3007,2,23.69
"Jammu_&_Kashmir",1962,59,"CHAR I SHARIFF","GEN","BAKSHI ABDUL RASHID","NC",0,1,NA
"Jammu_&_Kashmir",1962,60,"BARAMULLA","GEN","HARBANS SINGH AZAD","NC",17021,1,88.45
"Jammu_&_Kashmir",1962,60,"BARAMULLA","GEN","SANT SINGH","IND",2223,2,11.55
"Jammu_&_Kashmir",1962,61,"TANGAMARG","GEN","MOHAMMAD AKBAR","NC",0,1,NA
"Jammu_&_Kashmir",1962,62,"MAGAM","GEN","SYED ABBAS","NC",0,1,NA
"Jammu_&_Kashmir",1962,63,"PATTAN","GEN","GHULAM MOHAMMAD BHAT ZALIB","NC",0,1,NA
"Jammu_&_Kashmir",1962,64,"SOPORE","GEN","ABDUL GHANI MALIK","NC",0,1,NA
"Jammu_&_Kashmir",1962,65,"RAFIABAD","GEN","GHULAM RASUL KAR","NC",0,1,NA
"Jammu_&_Kashmir",1962,66,"BANDIPUR GUREZ","GEN","ABDUL KABIR KHAN","NC",21138,1,98.25
"Jammu_&_Kashmir",1962,66,"BANDIPUR GUREZ","GEN","GH. MOHAMMAD LONE","DNC",376,2,1.75
"Jammu_&_Kashmir",1962,67,"SONAWARI","GEN","ABDUL KHALIQ BHAT","NC",0,1,NA
"Jammu_&_Kashmir",1962,68,"HANDWARA","GEN","ABDUL GANI MIR","IND",11429,1,60.63
"Jammu_&_Kashmir",1962,68,"HANDWARA","GEN","GHULAM QADIR MASSALA","NC",7422,2,39.37
"Jammu_&_Kashmir",1962,69,"DRUGMULLA","GEN","MOHD. SULTAN TANTERY","NC",0,1,NA
"Jammu_&_Kashmir",1962,70,"LOLAB","GEN","GHULAM NABI WANI","NC",0,1,NA
"Jammu_&_Kashmir",1962,71,"RAMHAL","GEN","GHULAM MOHAMMAD WANI","NC",0,1,NA
"Jammu_&_Kashmir",1962,72,"KARNAH","GEN","MOHD. YUNIS KHAN","NC",0,1,NA
"Jammu_&_Kashmir",1962,73,"URI","GEN","MOHD. AFZAL KHAN RAJA","NC",0,1,NA
"Jammu_&_Kashmir",1962,74,"LEH","GEN","KUSHAK BAKULA","NC",20095,1,97.3
"Jammu_&_Kashmir",1962,74,"LEH","GEN","CHERING PUNCHOK","IND",558,2,2.7
"Jammu_&_Kashmir",1962,75,"KARGIL","GEN","AGHA SAYAD IBRAHIM SHAH","NC",0,1,NA
"Jammu_&_Kashmir",1967,1,"KARNAH","GEN","M. YOUNAS","INC",0,1,NA
"Jammu_&_Kashmir",1967,2,"KUPWARA","GEN","M. S. TANTRAY","INC",0,1,NA
"Jammu_&_Kashmir",1967,3,"LOLAB","GEN","G. N. WANI","INC",0,1,NA
"Jammu_&_Kashmir",1967,4,"BANDIPORA","GEN","M. A. KHAN","INC",12733,1,57.39
"Jammu_&_Kashmir",1967,4,"BANDIPORA","GEN","A. K. KHAN","JKN",8288,2,37.36
"Jammu_&_Kashmir",1967,4,"BANDIPORA","GEN","G. M. LONE","DNC",1164,3,5.25
"Jammu_&_Kashmir",1967,5,"HANDWARA","GEN","A. G. LONE","INC",0,1,NA
"Jammu_&_Kashmir",1967,6,"HARLI","GEN","A. G. MIR","INC",11226,1,67.42
"Jammu_&_Kashmir",1967,6,"HARLI","GEN","G. RASOOL","IND",5425,2,32.58
"Jammu_&_Kashmir",1967,7,"REFIABAD","GEN","G. R. KAR","INC",8951,1,57.85
"Jammu_&_Kashmir",1967,7,"REFIABAD","GEN","J. SINGH","JKN",6521,2,42.15
"Jammu_&_Kashmir",1967,8,"BARAMULLA","GEN","SHAMAS-UD-DIN","JKN",9180,1,58.28
"Jammu_&_Kashmir",1967,8,"BARAMULLA","GEN","H. SINGH","INC",6572,2,41.72
"Jammu_&_Kashmir",1967,9,"SOPORE","GEN","G. N. MIRCHA","INC",4434,1,56.64
"Jammu_&_Kashmir",1967,9,"SOPORE","GEN","A. G. PANZOO","JKN",3068,2,39.19
"Jammu_&_Kashmir",1967,9,"SOPORE","GEN","F. M. ZAKI","BJS",326,3,4.16
"Jammu_&_Kashmir",1967,10,"PATTAN","GEN","G. R. DAR","JKN",7764,1,56.9
"Jammu_&_Kashmir",1967,10,"PATTAN","GEN","G. Q. B. BEDAR","INC",5881,2,43.1
"Jammu_&_Kashmir",1967,11,"SONAWARI","GEN","A. A. PAREY","INC",13563,1,65.07
"Jammu_&_Kashmir",1967,11,"SONAWARI","GEN","G. RATHER","JKN",7281,2,34.93
"Jammu_&_Kashmir",1967,12,"GULMARG","GEN","S. S. SINGH","JKN",9970,1,80.6
"Jammu_&_Kashmir",1967,12,"GULMARG","GEN","G. M. B. JALILE","INC",2400,2,19.4
"Jammu_&_Kashmir",1967,13,"URI","GEN","M. M. KHAN","INC",0,1,NA
"Jammu_&_Kashmir",1967,14,"KANGAN","GEN","M. B. AHMAD","INC",0,1,NA
"Jammu_&_Kashmir",1967,15,"GANDERBAL","GEN","M. M. BHAT","INC",0,1,NA
"Jammu_&_Kashmir",1967,16,"AMIRAKADAL","GEN","G. M. SADIQ","INC",10480,1,73.57
"Jammu_&_Kashmir",1967,16,"AMIRAKADAL","GEN","G. A. SOFI","JKN",3765,2,26.43
"Jammu_&_Kashmir",1967,17,"HABAKADAL","GEN","S. K. KAUL","INC",3486,1,46.91
"Jammu_&_Kashmir",1967,17,"HABAKADAL","GEN","R. N. KAUL","JKN",1555,2,20.93
"Jammu_&_Kashmir",1967,17,"HABAKADAL","GEN","T. NATH","BJS",1516,3,20.4
"Jammu_&_Kashmir",1967,17,"HABAKADAL","GEN","G. M. BHAT","IND",651,4,8.76
"Jammu_&_Kashmir",1967,17,"HABAKADAL","GEN","P. A. AZIZ","DNC",165,5,2.22
"Jammu_&_Kashmir",1967,17,"HABAKADAL","GEN","P. L. KAUL","PSP",58,6,0.78
"Jammu_&_Kashmir",1967,18,"TANKIPORA","GEN","N. MOHAMAD","INC",5340,1,67.51
"Jammu_&_Kashmir",1967,18,"TANKIPORA","GEN","A. R. KENG","JKN",2570,2,32.49
"Jammu_&_Kashmir",1967,19,"KHANYAR","GEN","G. AHMED","INC",2656,1,44.97
"Jammu_&_Kashmir",1967,19,"KHANYAR","GEN","G. A. R. BHAT","JKN",2595,2,43.94
"Jammu_&_Kashmir",1967,19,"KHANYAR","GEN","B. U. D. ZAHID","DNC",655,3,11.09
"Jammu_&_Kashmir",1967,20,"SAFAKADAL","GEN","B. G. MOHAMAD","JKN",4558,1,70.67
"Jammu_&_Kashmir",1967,20,"SAFAKADAL","GEN","M. M. SALALI","INC",1892,2,29.33
"Jammu_&_Kashmir",1967,21,"ZADIBAL","GEN","S. ABDULLAH","JKN",3599,1,52.1
"Jammu_&_Kashmir",1967,21,"ZADIBAL","GEN","M. A. SHAIR","INC",1974,2,28.58
"Jammu_&_Kashmir",1967,21,"ZADIBAL","GEN","S. NATH","BJS",856,3,12.39
"Jammu_&_Kashmir",1967,21,"ZADIBAL","GEN","A. SHAH","CPI",314,4,4.55
"Jammu_&_Kashmir",1967,21,"ZADIBAL","GEN","S. G. MOHAMAD","IND",165,5,2.39
"Jammu_&_Kashmir",1967,22,"HAZARATBAL","GEN","M. Y. SIDIQI","JKN",6550,1,55.01
"Jammu_&_Kashmir",1967,22,"HAZARATBAL","GEN","G. A. SOFI","INC",4763,2,40.01
"Jammu_&_Kashmir",1967,22,"HAZARATBAL","GEN","M. Q. SHAH","IND",340,3,2.86
"Jammu_&_Kashmir",1967,22,"HAZARATBAL","GEN","A. R. KABLI","IND",253,4,2.12
"Jammu_&_Kashmir",1967,23,"BEERWA","GEN","A. QUDDUS","INC",0,1,NA
"Jammu_&_Kashmir",1967,24,"KHAN SAHIB","GEN","A. G. NAMTHALI","INC",0,1,NA
"Jammu_&_Kashmir",1967,25,"BADGAM","GEN","H. S. MEHDI","JKN",6250,1,64.12
"Jammu_&_Kashmir",1967,25,"BADGAM","GEN","M. S. ALI","INC",2304,2,23.64
"Jammu_&_Kashmir",1967,25,"BADGAM","GEN","A. DAR","CPI",1194,3,12.25
"Jammu_&_Kashmir",1967,26,"CHARARI SHARIEF","GEN","A. QAYUM","INC",6241,1,52.21
"Jammu_&_Kashmir",1967,26,"CHARARI SHARIEF","GEN","G. N. WANI","JKN",4766,2,39.87
"Jammu_&_Kashmir",1967,26,"CHARARI SHARIEF","GEN","D. BHAT","DNC",947,3,7.92
"Jammu_&_Kashmir",1967,27,"CHADURA","GEN","G. M. MIR","INC",9050,1,66.95
"Jammu_&_Kashmir",1967,27,"CHADURA","GEN","A. R. MAGREY","JKN",4467,2,33.05
"Jammu_&_Kashmir",1967,28,"RAJPURA","GEN","G. M. RAJPORI","INC",0,1,NA
"Jammu_&_Kashmir",1967,29,"PULWAMA","GEN","M. SONAULLAH","INC",0,1,NA
"Jammu_&_Kashmir",1967,30,"PAMPORE","GEN","P. M. SHAH","INC",5271,1,64.87
"Jammu_&_Kashmir",1967,30,"PAMPORE","GEN","A. A. DAR","IND",2855,2,35.13
"Jammu_&_Kashmir",1967,31,"TRAL","GEN","A. M. NAIK","IND",12781,1,72.14
"Jammu_&_Kashmir",1967,31,"TRAL","GEN","A. G. TRALI","INC",4935,2,27.86
"Jammu_&_Kashmir",1967,32,"SHOPIAN","GEN","S. A. SHAMIM","IND",7576,1,45.7
"Jammu_&_Kashmir",1967,32,"SHOPIAN","GEN","G. H. KHAN","INC",6195,2,37.37
"Jammu_&_Kashmir",1967,32,"SHOPIAN","GEN","A. S. RAMJORE","CPI",2807,3,16.93
"Jammu_&_Kashmir",1967,33,"NOORABAD","GEN","A. AZIY","INC",0,1,NA
"Jammu_&_Kashmir",1967,34,"DEVSAR","GEN","M. N. KOUL","INC",0,1,NA
"Jammu_&_Kashmir",1967,35,"KULGAM","GEN","M. Y. BHAT","INC",0,1,NA
"Jammu_&_Kashmir",1967,36,"NANDI","GEN","A. REHMAN","INC",0,1,NA
"Jammu_&_Kashmir",1967,37,"PAHALGAM","GEN","M. LAL","INC",0,1,NA
"Jammu_&_Kashmir",1967,38,"BIJIBEHARA","GEN","M. M. SYEED","INC",0,1,NA
"Jammu_&_Kashmir",1967,39,"ANANTNAG","GEN","SHAMASUDDIN","INC",0,1,NA
"Jammu_&_Kashmir",1967,40,"KOTHAR","GEN","M. A. KHAN","INC",0,1,NA
"Jammu_&_Kashmir",1967,41,"VERINAG","GEN","M. QASIM","INC",0,1,NA
"Jammu_&_Kashmir",1967,42,"NAUBUG","GEN","HASSAN-UD-DIN","INC",0,1,NA
"Jammu_&_Kashmir",1967,43,"LEH","GEN","S. WANGYAL","INC",16270,1,81.69
"Jammu_&_Kashmir",1967,43,"LEH","GEN","N. C. STANZIN","IND",3647,2,18.31
"Jammu_&_Kashmir",1967,44,"KARGIL","GEN","K. M. A. KHAN","IND",10868,1,59.79
