State_Name,AC_Name,DelimID,AC_Type,Status,Notes,Notes1,,
Manipur,KANGPOKPI,3,2,N,"The data is mapped wrong in our records. According to 2007 eci data, this seat is a GEN seat. ",,,
Manipur,SINGHAT,3,2,N,"During Del 3, the seat transitioned from a GEN to ST seat in 1980 and remained so subsequently. ",,,
Meghalaya,SHAHPURA,4,2,N,It doesn't exist in Meghalaya,,,
Mizoram,AIZAWL EAST,3,2,N,,Change,,
Mizoram,AIZAWL NORTH,3,2,N,,Change,,
Mizoram,AIZAWL SOUTH,3,2,N,,Change,,
Mizoram,AIZAWL WEST,3,2,N,,Change,,
Mizoram,BUARPUI,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,CHAMPHAI,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,CHAWNGTE,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,HNAHTHIAL,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,KAWNPUI,3,2,N,"In between Del period 3, the seat changed from GEN to ST in 1987 and has been that way subsequently. ",,,
Mizoram,KAWRTHAH,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,KHAWBUNG,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,KHAWHAI,3,2,N,,Change,,
Mizoram,KOLASIB,3,2,N,"In between Del period 3, the seat changed from GEN to ST in 1987 and has been that way subsequently. ",,,
Mizoram,LOKICHERRA,3,2,N,"In between Del period 3, the seat changed from GEN to ST in 1989 and has been that way subsequently. ",,,
Mizoram,LUNGLEI,3,2,N,"During Del period 3, it changed from ST seat to GEN seat in 1979",,,
Mizoram,LUNGPHO,3,2,N,,Change,,
Mizoram,NGOPA,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,PHULDUNGSEI,3,2,N,"In between Del period 3, the seat changed from GEN to ST in 1987 and has been that way subsequently. ",,,
Mizoram,RATU,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,SAIHA,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,SAIRANG,3,2,N,"It was a GEN seat in 1972, but in DEL period 3 it changed to ST in 1978. However in 1984 it further changed to GEN seat ",,,
Mizoram,SAITUAL,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,SANGAU,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,SATEEK,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,SERCHHIP,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,SUANGPUILAWN,3,2,N,,Change,,
Mizoram,TAWIPUI,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,TLUNGVEL,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Mizoram,TUIPANG,3,2,N,"During Del period 3, this seat changed from ST to GEN (1979 and 1984) seat and then again a ST seat. Data is consistent with ECI data. ",,,
Nagaland,ABOI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,AGHUNATO,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,AKULUTO,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,ALUNGTAKI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,ANGETYONGPANG,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,AONGLENDEN,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,ARKAKONG,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,ATOIZU,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,BHANDARI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,CHAZOUBA,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,CHIZAMI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,DIMAPUR-II,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,DIMAPUR-III,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,GHASPANI-I,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,GHASPANI-II,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,IMPUR,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,JANGPETKONG,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,KOHIMA TOWN,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,KORIDANG,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,LONGKHIM CHARE,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,LONGLENG,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,MELURI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,MOKA,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,MOKOKCHUNG TOWN,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,MONGUYA,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,MON TOWN,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,NOKLAK,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,NOKSEN,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,NORTHERN ANGAMI - I,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,NORTHERN ANGAMI -II,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,PEREN,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,PFUTSERO,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,PHEK,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,PHOMCHING,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,PUGHOBOTO,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,PUNGRO-KIPHIRE,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SANIS,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SATAKHA,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SHAMTORR-CHESSORE,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SIYUCHONG-SITIMI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SOUTHERN ANGAMI-I,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SOUTHERN ANGAMI-II,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,SURUHUTO,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TAMLU,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TAPI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TEHOK,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TENNING,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,THONOKNYU,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TIZIT,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TOBU,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TSEMINYU,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TUENSANG SADAR-I,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TUENSANG SADAR-II,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TULI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,TYUI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,WAKCHING,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,WESTERN ANGAMI,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,WOKHA,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Nagaland,ZUNHEBOTO,3,2,N,"During Del period 3, this seat was a GEN category seat, but in that period changed to ST seat from 1982 onwards. ",,,
Odisha,POTTANGI,3,2,N,"During Del 3, the seat once changed to GEN in 1985 from ST, before going back to ST again in 1990 for the next subsequent terms. ",,,
Odisha,TELKOI,3,2,N,"During Del 3, the seat once changed to GEN in 1974 from ST, before going back to ST again in 1990 for the next subsequent terms. ",,,
Odisha,PURI,4,2,N," During DEL 4, this seat transitioned from GEN in 2009 to ST in 2014 as per ECI data ",,,
Odisha,TITLAGARH,4,2,N," During DEL 4, this seat transitioned from GEN in 2009 to ST in 2014 as per ECI data ",,,
Rajasthan,PHAGI,2,2,N,"In Del 2 period, this seat transitioned from SC to GEN in 1972 as per ECI data ",,,
Rajasthan,SIWANA,2,2,N,"In Del period 2, this seat transitioned from a GEN seat in 1967 to SC seat in 1972 to remain that way subsequently. ",,,
Rajasthan,LACHHMANGARH,3,2,Y,"There are two constituencies by the same name, one SC and another Gen. ",,,
Rajasthan,RAJSAMAND,3,2,N,"During DEL 3, the seat transitioned from SC to GEN in 1980, before changing to SC again in 1985 to remain that way subsequently. ",,,
Rajasthan,REODAR,4,2,N,This seat trasitioned to a GEN seat in 2013 from a SC seat. ,,,
Rajasthan,SHAHPURA,4,2,Y,"There are two constituencies by the same name, one SC and another Gen. ",,,
Sikkim,ASSAM-LINGJEY,3,2,N,,Change,,
Sikkim,DJONGU,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,LACHEN MANGSHILA,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,MARTAM,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,PATHING,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,RAKDONG TENTEK,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,RANKA,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,RINCHENPONG,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Sikkim,RUMTEK,3,3,N,"During Delimination 3 this seat has transitioned between SC, Gen and BL. ",,,
Sikkim,TASHIDING,3,2,N,During Delimination 3 this seat transitioned between ST to BL. In 2004,,,
Tripura,KAMALPUR,2,2,N,"In Del2, the seat changed from SC to Gen in 1972. ",,,
Tripura,MUHURIPUR,2,2,N,"In Del2, the seat changed from Gen to ST in 1972. ",,,
Tripura,SABROOM,2,2,N,"In Del 2, the seat changed from ST to Gen in 1972. ",,,
Tripura,TELIAMURA,2,2,N,"In Del2, the seat changed from SC to Gen in 1972. ",,,
Tripura,CHARILAM,3,2,N,During Delimination 3 this seat has transitioned between SC and Gen quite a few times. ,,,
Tripura,PRAMODENAGAR,3,2,N,Only in 1988 it was a GEN seat. Rest all times through this period it remained a ST seat. ,,,
Tripura,SANTIRBAZAR,3,2,N,Only in 1988 it was a GEN seat. Rest all times through this period it remained a ST seat. ,,,
Tripura,BADHARGHAT,4,2,N,"During Del 4, this seat transitioned from being Gen till 2008, to SC in 2013. ",,,
Tripura,BARJALA,4,2,N,"During Del 4, this seat transitioned from being Gen till 2008, to SC in 2013. ",,,
Tripura,FATIKROY,4,2,N,"During Del 4, this seat transitioned from being Gen till 2008, to SC in 2013. ",,,
Uttarakhand,BADRINATH,3,2,N,"Data mapped wrongly. In 2007, it is a GEN seat ",,,
Uttarakhand,VIKASNAGAR,3,2,N,"Data mapped wrongly. In 2007, it is a GEN seat ",,,
Uttar_Pradesh,AKBARPUR,1,2,Y,Two constituencies of the same name exist one of them is ST and the other GEN,,,
Uttar_Pradesh,SHAHABAD,1,2,Y,Two constituencies of the same name exist one of them is ST and the other GEN,,,
Uttar_Pradesh,BHOGANIPUR,2,2,N,,Change,,
Uttar_Pradesh,FATEHPUR,2,2,N,"In 1962, it was just one SC seat. From 1967 onwards there are two constituencies of the same name exist one of them is SC and the other GEN",,,
Uttar_Pradesh,SHAHABAD,2,2,Y,Two constituencies of the same name exist one of them is ST and the other GEN,,,
Uttar_Pradesh,BENIGANJ,3,2,N,,Change,,
Uttar_Pradesh,CHANDAULI,3,2,N,"During Del Period 3, it was a GEN seat till 1977 and became a SC seat 1980 onwards . ",,,
Uttar_Pradesh,DARIYABAD,3,2,N,,Change,,
Uttar_Pradesh,DHAUREHRA,3,2,N,"It has been mapped wrong in our data, in 2007 it was a GEN seat according to ECI data and not SC seat. ",,,
Uttar_Pradesh,DHURIAPAR,3,2,N,,Change,,
Uttar_Pradesh,FATEHPUR,3,2,Y,Two constituencies of the same name exist one of them is SC and the other GEN,,,
Uttar_Pradesh,HAIDERABAD,3,2,N,"During this Delimination Period, this seat has undergone changes from being a GEN (1967 and 1969) seat to SC (1974 and 1977) to Gen, then SC and Gen",,,
Uttar_Pradesh,KHALILABAD,3,2,N,"During this Delimination Period, this seat has undergone changes from being a GEN (1967 and 1969) seat to SC (1974 and 1977) to Gen, then SC and Gen",,,
Uttar_Pradesh,KHATIMA,3,2,N,"Between 1974 and 1993, this seat has altered between an SC and GEN seat. ",,,
Uttar_Pradesh,MAURANIPUR,3,2,N,"During this Delimination Period, this seat has undergone changes from being a GEN (1967 and 1969) seat to SC (1974 and 1977) to Gen, then SC and Gen",,,
Uttar_Pradesh,PAILA,3,2,N,"Between 1974 and 1993, this seat has altered several times between an SC and GEN seat. ",,,
Uttar_Pradesh,SADAT,3,2,N,"During this Delimination Period, the seat changed from GEN one to being SC seat from 1980 onwards ",,,
Uttar_Pradesh,SHAHABAD,3,2,Y,Two constituencies of the same name exist one of them is ST and the other GEN,,,
Uttar_Pradesh,SIDDHAUR,3,2,N,"During the delimination period, this seat changed from SC to GEN and again SC.",,,
Uttar_Pradesh,SIDHAUR,3,2,N,"During the delimination period, this seat changed from SC to GEN in 1977. ",,,
Uttar_Pradesh,SIRATHU,3,2,N,"Between 1974 and 1993, this seat has altered several times between an SC and GEN seat. ",,,
West_Bengal,BELIAGHATA SOUTH,2,2,N,"in 1969, this is a GEN seat. Data is mapped incorrectly. ",,,
West_Bengal,MEKLIGANJ,2,2,N,"in 1969, this is a GEN seat. Data is mapped incorrectly. ",,,
West_Bengal,SONARPUR,2,2,N,"During Del 2, the seat transitioned from GEN to SC as per ECI data ",,,
West_Bengal,BISHNUPUR,4,2,Y,Two constituencies of the same name exist one of them is SC and the other GEN,,,
